category,subcategory,name,rasa_taste,virya_potency,vipaka_post_digestive,properties,dosha_effect,therapeutic_uses,contraindications,condition_disease,treatment_type,formulation_ingredients,preparation_method,dosage,diet_recommendation,lifestyle_recommendation,season,dosha_involved,symptom,prognosis,principle,source_reference,training_prompt,training_response
formulation,specific_formula_with_quantities,Anti-saturation morning decoction,,,,,,Alleviates all diseases from over-saturation when taken regularly at proper dose and time,,All diseases from over-saturation; morning protocol for metabolic disorders,Kashaya (decoction),"musta, aragvadha, patha, triphala, devadaru, goksura, khadira, nimba, haridra, daruharidra, kutaja bark - equal parts","Boil herbs in 8 parts water, reduce to 1/4; strain",50-100ml in the morning according to dosha,,,,,,,Classical Ayurvedic formula: Anti-saturation morning decoction for All diseases from over-saturation; morning protocol for metabolic disorders,Su23#13-15,What is the preparation and use of Anti-saturation morning decoction according to Charaka Samhita?,"Anti-saturation morning decoction is a Kashaya (decoction). Ingredients: musta, aragvadha, patha, triphala, devadaru, goksura, khadira, nimba, haridra, daruharidra, kutaja bark - equal parts. Preparation: Boil herbs in 8 parts water, reduce to 1/4; strain. Dose: 50-100ml in the morning according to dosha. Indications: All diseases from over-saturation; morning protocol for metabolic disorders. Benefits: Alleviates all diseases from over-saturation when taken regularly at proper dose and time. Source: Su23#13-15."
formulation,specific_formula_with_quantities,Anti-obesity formula (Vidanga-trikatu-iron),,,,,,"Reduces excess fat, stimulates metabolism, alleviates obesity",,"Obesity, excess fat, Kapha excess, metabolic syndrome",Churna (powder formula),"vidanga, shunthi (dry ginger), yavakshara (barley alkali), ash powder of black iron - mixed with honey",Powder all ingredients; mix with honey to form paste or take powder with honey,3-6g with honey twice daily,,,,,,,"Classical Ayurvedic formula: Anti-obesity formula (Vidanga-trikatu-iron) for Obesity, excess fat, Kapha excess, metabolic syndrome",Su21#21-28,What is the preparation and use of Anti-obesity formula (Vidanga-trikatu-iron) according to Charaka Samhita?,"Anti-obesity formula (Vidanga-trikatu-iron) is a Churna (powder formula). Ingredients: vidanga, shunthi (dry ginger), yavakshara (barley alkali), ash powder of black iron - mixed with honey. Preparation: Powder all ingredients; mix with honey to form paste or take powder with honey. Dose: 3-6g with honey twice daily. Indications: Obesity, excess fat, Kapha excess, metabolic syndrome. Benefits: Reduces excess fat, stimulates metabolism, alleviates obesity. Source: Su21#21-28."
formulation,specific_formula_with_quantities,Anti-obesity formula (Barley-amalaki),,,,,,"Reduces obesity, K-P pacifying, digestive, light",,"Obesity, Kapha excess, sluggish metabolism",Churna,barley powder (yava churna) + amalaki powder (equal parts),"Dry and powder separately, mix in equal proportions",5-10g with warm water or honey in morning,,,,,,,"Classical Ayurvedic formula: Anti-obesity formula (Barley-amalaki) for Obesity, Kapha excess, sluggish metabolism",Su21#21-28,What is the preparation and use of Anti-obesity formula (Barley-amalaki) according to Charaka Samhita?,"Anti-obesity formula (Barley-amalaki) is a Churna. Ingredients: barley powder (yava churna) + amalaki powder (equal parts). Preparation: Dry and powder separately, mix in equal proportions. Dose: 5-10g with warm water or honey in morning. Indications: Obesity, Kapha excess, sluggish metabolism. Benefits: Reduces obesity, K-P pacifying, digestive, light. Source: Su21#21-28."
formulation,specific_formula_with_quantities,Mantha (anti-saturation drink formula),,,,,,"Stimulates digestive power, develops memory and intellect, alleviates all over-saturation diseases",,"Prameha (diabetes), abdominal gas, leprosy, piles, jaundice, spleen enlargement, anemia, edema, dysuria, anorexia, heart disease, wasting, cough, dyspnoea, grahani, leucoderma, obesity",Mantha (medicated churned drink),"trikatu, vidanga, sigru seeds, triphala, katuka, both types of brhati, both haridras, patha, ativisa, shalaparni, hing, kebuka roots, yavani, dhanyaka, chitraka, sauvarchala, kiraka - powdered; mixed with oil + ghee + honey (each equal to powder weight); mixed with 16x roasted grain flour","Powder all herbs; mix in oil, ghee, honey; blend with roasted grain flour; churn with water to make thick drink","Taken as a meal substitute or adjunct, appropriate amount",,,,,,,"Classical Ayurvedic formula: Mantha (anti-saturation drink formula) for Prameha (diabetes), abdominal gas, leprosy, piles, jaundice, spleen enlargement, anemia, edema, dysuria, anorexia, heart disease, wasting, cough, dyspnoea, grahani, leucoderma, obesity",Su23#21-23,What is the preparation and use of Mantha (anti-saturation drink formula) according to Charaka Samhita?,"Mantha (anti-saturation drink formula) is a Mantha (medicated churned drink). Ingredients: trikatu, vidanga, sigru seeds, triphala, katuka, both types of brhati, both haridras, patha, ativisa, shalaparni, hing, kebuka roots, yavani, dhanyaka, chitraka, sauvarchala, kiraka - powdered; mixed with oil + ghee + honey (each equal to powder weight); mixed with 16x roasted grain flour. Preparation: Powder all herbs; mix in oil, ghee, honey; blend with roasted grain flour; churn with water to make thick drink. Dose: Taken as a meal substitute or adjunct, appropriate amount. Indications: Prameha (diabetes), abdominal gas, leprosy, piles, jaundice, spleen enlargement, anemia, edema, dysuria, anorexia, heart disease, wasting, cough, dyspnoea, grahani, leucoderma, obesity. Benefits: Stimulates digestive power, develops memory and intellect, alleviates all over-saturation diseases. Source: Su23#21-23."
formulation,specific_formula_with_quantities,Sthapana (checking enema for diarrhea),,,,,,"Checks diarrhea, reduces Vata",,Diarrhea with predominance of feces; Vata-type diarrhea,Niruha basti,"decoction of Vata-alleviating drugs (dashamula) + astringent drugs (lodhra, dhava etc.)","Prepare concentrated decoction, combine ingredients, use warm",Standard enema volume per body weight,,,,,,,Classical Ayurvedic formula: Sthapana (checking enema for diarrhea) for Diarrhea with predominance of feces; Vata-type diarrhea,Si8#15-33,What is the preparation and use of Sthapana (checking enema for diarrhea) according to Charaka Samhita?,"Sthapana (checking enema for diarrhea) is a Niruha basti. Ingredients: decoction of Vata-alleviating drugs (dashamula) + astringent drugs (lodhra, dhava etc.). Preparation: Prepare concentrated decoction, combine ingredients, use warm. Dose: Standard enema volume per body weight. Indications: Diarrhea with predominance of feces; Vata-type diarrhea. Benefits: Checks diarrhea, reduces Vata. Source: Si8#15-33."
formulation,specific_formula_with_quantities,Arjuna ksheera pak (cardiac milk decoction),,,,,,"Cardiac tonic, strengthens myocardium, reduces chest pain, anti-hypertensive",,"Heart diseases, angina, palpitations, hypertension, chest pain, heart failure",Ksheerapaka,"arjuna bark (Terminalia arjuna) 10g, milk 200ml, water 200ml",Add arjuna bark to milk and water; boil until water evaporates (only 200ml milk remains); strain; drink warm,100-200ml once or twice daily on empty stomach,,,,,,,"Classical Ayurvedic formula: Arjuna ksheera pak (cardiac milk decoction) for Heart diseases, angina, palpitations, hypertension, chest pain, heart failure",Ci26,What is the preparation and use of Arjuna ksheera pak (cardiac milk decoction) according to Charaka Samhita?,"Arjuna ksheera pak (cardiac milk decoction) is a Ksheerapaka. Ingredients: arjuna bark (Terminalia arjuna) 10g, milk 200ml, water 200ml. Preparation: Add arjuna bark to milk and water; boil until water evaporates (only 200ml milk remains); strain; drink warm. Dose: 100-200ml once or twice daily on empty stomach. Indications: Heart diseases, angina, palpitations, hypertension, chest pain, heart failure. Benefits: Cardiac tonic, strengthens myocardium, reduces chest pain, anti-hypertensive. Source: Ci26."
formulation,specific_formula_with_quantities,Dashamula pinda sweda (10-root bolus fomentation),,,,,,"Alleviates V, reduces pain and stiffness, improves circulation",,"Vata disorders, joint pain, stiffness, paralysis, lumbago",Pinda sweda (bolus fomentation),"roots of dashamula herbs, sesame oil, salt, bilva leaves, eranda leaves - mixed and made into bolus",Boil herbs with oil and salt; wrap in cloth to make bolus; heat and apply to body,30-45 min session daily or as prescribed,,,,,,,"Classical Ayurvedic formula: Dashamula pinda sweda (10-root bolus fomentation) for Vata disorders, joint pain, stiffness, paralysis, lumbago",Su16,What is the preparation and use of Dashamula pinda sweda (10-root bolus fomentation) according to Charaka Samhita?,"Dashamula pinda sweda (10-root bolus fomentation) is a Pinda sweda (bolus fomentation). Ingredients: roots of dashamula herbs, sesame oil, salt, bilva leaves, eranda leaves - mixed and made into bolus. Preparation: Boil herbs with oil and salt; wrap in cloth to make bolus; heat and apply to body. Dose: 30-45 min session daily or as prescribed. Indications: Vata disorders, joint pain, stiffness, paralysis, lumbago. Benefits: Alleviates V, reduces pain and stiffness, improves circulation. Source: Su16."
pharmacology,rasa_theory,Madhura (Sweet),Madhura (Sweet),,,"heavy, unctuous, cold",Alleviates V and P; aggravates K,"nourishes all 7 dhatus, strengthens ojas, promotes growth, aphrodisiac, bulk-promoting, wound healing, relieves thirst and burning","Excess use causes: obesity, Kapha diseases, diabetes, loss of digestive fire, tumors, excessive sleep",,,"milk, ghee, sugar, wheat, rice, licorice, shatavari, dates, grapes",,,,,,,,,"Madhura (Sweet) taste: elements Earth + Water, Alleviates V and P; aggravates K",Su26,What is the effect of Madhura (Sweet) taste according to Charaka Samhita? How does it affect the doshas?,"Madhura (Sweet) (Madhura) taste is made of Earth + Water. Properties: heavy, unctuous, cold. Dosha effect: Alleviates V and P; aggravates K. Functions: nourishes all 7 dhatus, strengthens ojas, promotes growth, aphrodisiac, bulk-promoting, wound healing, relieves thirst and burning. Excess effects: obesity, Kapha diseases, diabetes, loss of digestive fire, tumors, excessive sleep. Examples: milk, ghee, sugar, wheat, rice, licorice, shatavari, dates, grapes. Source: Su26."
pharmacology,rasa_theory,Amla (Sour),Amla (Sour),,,"light, unctuous, hot",Alleviates V; aggravates P and K,"digestive, appetizer, nourishes heart, strengthens sense organs, quickens digestion, carminative, anabolic","Excess use causes: loosening of teeth, thirst, burning, swelling of eyes and throat, P diseases, skin diseases",,,"amalaki, lemon, tamarind, buttermilk, tomato, vinegar, fermented preparations",,,,,,,,,"Amla (Sour) taste: elements Earth + Fire, Alleviates V; aggravates P and K",Su26,What is the effect of Amla (Sour) taste according to Charaka Samhita? How does it affect the doshas?,"Amla (Sour) (Madhura) taste is made of Earth + Fire. Properties: light, unctuous, hot. Dosha effect: Alleviates V; aggravates P and K. Functions: digestive, appetizer, nourishes heart, strengthens sense organs, quickens digestion, carminative, anabolic. Excess effects: loosening of teeth, thirst, burning, swelling of eyes and throat, P diseases, skin diseases. Examples: amalaki, lemon, tamarind, buttermilk, tomato, vinegar, fermented preparations. Source: Su26."
pharmacology,rasa_theory,Lavana (Salty),Lavana (Salty),,,"heavy, unctuous, hot",Alleviates V; aggravates P and K,"digestive, stimulates salivation, liquefies Kapha, penetrates tissues, laxative, sedative","Excess use causes: premature aging, greying, baldness, wrinkles, thirst, skin diseases, bleeding disorders",,,"rock salt (saindhava - best type), sea salt, black salt, sendha namak",,,,,,,,,"Lavana (Salty) taste: elements Water + Fire, Alleviates V; aggravates P and K",Su26,What is the effect of Lavana (Salty) taste according to Charaka Samhita? How does it affect the doshas?,"Lavana (Salty) (Madhura) taste is made of Water + Fire. Properties: heavy, unctuous, hot. Dosha effect: Alleviates V; aggravates P and K. Functions: digestive, stimulates salivation, liquefies Kapha, penetrates tissues, laxative, sedative. Excess effects: premature aging, greying, baldness, wrinkles, thirst, skin diseases, bleeding disorders. Examples: rock salt (saindhava - best type), sea salt, black salt, sendha namak. Source: Su26."
pharmacology,rasa_theory,Katu (Pungent),Katu (Pungent),,,"light, dry, hot",Alleviates K; aggravates V and P,"promotes digestion, reduces ama, opens channels, promotes sweating and secretions, carminative, anti-Kapha","Excess use causes: loss of virility, dryness, emaciation, fainting, trembling, pain in back and limbs",,,"ginger, black pepper, long pepper, mustard, garlic, asafoetida, onion",,,,,,,,,"Katu (Pungent) taste: elements Air + Fire, Alleviates K; aggravates V and P",Su26,What is the effect of Katu (Pungent) taste according to Charaka Samhita? How does it affect the doshas?,"Katu (Pungent) (Madhura) taste is made of Air + Fire. Properties: light, dry, hot. Dosha effect: Alleviates K; aggravates V and P. Functions: promotes digestion, reduces ama, opens channels, promotes sweating and secretions, carminative, anti-Kapha. Excess effects: loss of virility, dryness, emaciation, fainting, trembling, pain in back and limbs. Examples: ginger, black pepper, long pepper, mustard, garlic, asafoetida, onion. Source: Su26."
